full_text,translated,klasifikasi,prediksi,sentiment
oakwkw nah baru mahasewa jd skrg ketauan kan massa pendukung ruu tni massa bayaran,"oakwkw, so it's just a Mahasewa, so now, the masses of the TNI Bill Bill will be found",Netral,Netral,TextBlob analysis used
ruu tni dirancang memastikan hakhak masyarakat tetap dihormati sesuai hukum,The TNI Bill is designed to ensure that the rights of the community remain respected according to the law,Netral,Netral,TextBlob analysis used
prinsip demokrasi ruu tni menjamin hak masyarakat sesuai hukum berlaku,The principle of democracy of the TNI Bill guarantees community rights in accordance with applicable law,Netral,Netral,TextBlob analysis used
prinsip demokrasi ruu tni memberikan jaminan hak masyarakat sesuai hukum berlaku,The principle of the Democracy of the TNI Bill provides a guarantee of community rights in accordance with applicable law,Netral,Netral,TextBlob analysis used
ruu tni berprinsip demokrasi menjamin hakhak masyarakat sesuai hukum berlaku,The TNI Bill has a principle of democracy to guarantee community rights in accordance with applicable law,Netral,Netral,TextBlob analysis used
potong kuping gue orangorang ngerti ruu tni aja ngtidak bahkan baca dulu ngtidak,Cut out the guys who know the bill just don't even read it before you don't read it,Netral,Netral,TextBlob analysis used
biar bukan pengalihan isu buntedddddddddd fak indonesia ihsg ruu tni ihsg pajak ihsg penari profesional sang presiden,so that it is not the transfer of the issue of BuntedddddddddddDDDDDDDDDDDDDDDDDDDDDDDDI,Netral,Netral,TextBlob analysis used
mana padaf jngn ruu tni deh filenya ghoib,where on the TNI Draft Bill the file is ghoib,Netral,Netral,TextBlob analysis used
lmao why is people thinking gue ngtidak protes sama penerapan presiden skrg lmao im telling i know sindiran tp pls banyak orang jadi worry about their darieams harus protes nih ruu tni jangan limit kemampuan diri sendiri karena pemikiran passport lemah,"lmao why is people thinking I do not protest the same application of president now lmao im telling i know satire tp pls many people become worry about their darieams have to protest this TNI Bill, don't limit their own abilities because the passport thinking is weak",Positif,Positif,TextBlob analysis used
narasi newsroom milik najwa shihab bagaimana konten narasi mewsroom berbagai platform terkait ruu tni,Najwa Shihab's Newsroom Narrative How Narrative Content Mewsroom Various Platforms Related to the TNI Bill,Netral,Netral,TextBlob analysis used
dampak don dasco dpr hampir semua ruu disuruh lewat baleg bukan pembahasan karena baleg dikuasai kim biar ruu diinginkan pemerintah amp menguntungkan agenda pemerintahprabowo amp kim instan lolos kalauo lwt komisi spt ruu tni kmrn dapat perlawanan,"The impact of Don Dasco DPR is almost all Bill being told to go through Baleg, not discussion because Baleg is controlled by KIM so that the Bill is desired by the Government of AMP to benefit the agenda of the government of Prabowo AMP KIM instantly passed if the commission of the TNI Bill KMRN can be resistant to resistance",Netral,Netral,TextBlob analysis used
walaupun ruu tni disahkan tetap aje pendakwah mengkafirkafirkan umat nonmuslim itu biarkan terus menerus termasuk zaman jokowi,"Although the TNI Bill is passed, it will still be the preacher to confirm the non -Muslims, let it continue to continue",Netral,Netral,TextBlob analysis used
marak demo pesanan dekalauarasi mendukung ruu tni lumayan cuan buat tambahan beli baju lebaran dulu abri masuk desa sekarang tni mencari massa bayaran,"The demonstration of the decalauaran order supports the TNI Bill is pretty good for the addition of buying Eid clothes first ABRI entering the village, now the TNI is looking for a paid mass",Positif,Positif,TextBlob analysis used
ruu tni jadi tah nyesel banget jadi warga indonesia saya begini yang mikir gimana rakyat percaya sama,The TNI Bill is so regretful of being an Indonesian citizen like this who thinks how people believe the same,Netral,Netral,TextBlob analysis used
pancasila merrka tentu tau ruu tni,pancasila erupable know tni tni,Netral,Netral,TextBlob analysis used
demo tolak ruu tni,Demo Reject TNI Bill,Netral,Netral,TextBlob analysis used
tidur siang tuh aja mimpinya bangke gue mimpi didatengin polisi gara speak up ruu tni trs dariop out kampus,"Naps, I just dream of Bangke, I dreamed of being accompanied by the police because of the Speak Up TNI Bill, from Out Out Campus",Netral,Netral,TextBlob analysis used
hahahaa nrimo ing pandum bikin susah nalar salah pemerintah lah udah tau banyak ngesot bukanny dibantu malah bikin makan katanyabergizi beracun amp ruu tni gaada urgensinya derek ekonomi indon nrimo nalar oke gas oke gas anak muda ditembak,hahahaa nrimo ing pandum makes it difficult for the government to know a lot of non -help and even eat toxicity toxic toxicity and not the urgence of the economy of the indon economy,Negatif,Negatif,TextBlob analysis used
wkwkwkwk emg udah tai kepalanya nyari validasi ruu tni tp caranya begini the lowereconomic people didn t do anything wrong with this fuck the government everything is literally political,wkwkwkwk emg udah tai kepalanya nyari validasi ruu tni tp caranya begini the lowereconomic people didn t do anything wrong with this fuck the government everything is literally political,Negatif,Negatif,TextBlob analysis used
sumber keributan pemerintah rakyat share awareness kebijakan kelakuan pemerintah aneh apa salahnya kalo awal pemerintah gaubah aturan soal usia wapres cagub bakal ribut kalo awal pembahasan ruu tni transparan bakal ribut aneh lu,The source of the community's commotion is a awareness policy of the strange government behavior.,Negatif,Negatif,TextBlob analysis used
lahh emang youtuber kan akting nya bagus paten,"Lahh, the YouTuber is a good acting",Positif,Positif,TextBlob analysis used
kelancaran ruu tni masih tidur diajak demo penting cuan separah inikah mencari dukungan,The smooth running of the TNI Bill is still sleeping invited to be an important demonstration.,Positif,Positif,TextBlob analysis used
kalo bukan pemerintah akun aku akan jd akun galauin arashi ga comebackcomeback simping all snow man members terutama meguro ren my love bahas linkin green day sama avril pemrenta memaksa akun jd akun bahas politik,"If not the government, my account will be an ARASHI account, Arashi is not a comebackComeback, Simping All Snow Man Members, especially Meguro Ren My Love Discussing Linkin Green Day and Avril Pempered",Positif,Positif,TextBlob analysis used
menurutmu media milik najwa shihab apakah cukup kritis meliput aksi demo menolak ruu tni,you think the media owned by Najwa Shihab is it quite critical covering the demonstration of rejecting the TNI Bill,Netral,Netral,TextBlob analysis used
teguh pemerintah mendengarkan suara rakyat lagian kalauo denger suara rakyat mau denger suara siapa kan rakyat memberi mandat tolak uu tni ruu kejaksaan mengkhianati demokrasi,Teguh the government listens to the voices of the people anymore if the voice of the people want to hear the voice of who the people give a mandate to reject the TNI Law the Prosecutor's Office Betrayed Democracy,Netral,Netral,TextBlob analysis used
nikmatain aja tuh ruu tni kalok membuat kalian masyarakat resah,just nikmatain tuh TNI Kalaok Bill makes you uneasy people,Netral,Netral,TextBlob analysis used
bru uu tni jing gmn nnt ruu polri memang susah kalo kampus udah dikuasi regime forever,"Bru Law of the TNI Jing, how is the National Police Bill, it is difficult if the campus has been controlled by the regime forever",Negatif,Negatif,TextBlob analysis used
oooo baca orang indo kerja remote sama perusahaan luar dipecat ruu tni wkwkwk,"oooo read indo people who work remote with an external company fired by the TNI Bill, wkwkwk",Negatif,Negatif,TextBlob analysis used
buset mainnya yang udah sepuh coba tanyain apa isi ruu tni tersebut,"The play is the elderly, try to ask what is the contents of the TNI Bill",Netral,Netral,TextBlob analysis used
potret demo pe nolak an ruu tni polri kejaksaan diberbagai kota aksi demo diwarnai kericuhan para aph pemerintah dpr diam tak ber kutik gitu kok katanya me wakili rakyat sonthol loyo,"Portrait of the demonstration of rejecting the TNI Police Bill in the prosecutor's office in various cities of demonstrations was colored by the chaos of the APH of the Parliament Government, they were not quoted so he said that they represent the people of Sonthol Loyo",Netral,Netral,TextBlob analysis used
berbagi beraspirasi aksi takjil makassar dukung pengesahan ruu tni,Sharing Makassar Takjil Action to Support the Ratification of the TNI Bill,Positif,Positif,TextBlob analysis used
adem ayem gundulmu ruu perampasan aset udah sempet demo beberapa waktu lalu ahh elahh ni sekarang ruu tni rame karna isu terbaru ada udah disahin emosi gua,Adem Ayem GundulMU LIVE ASSETS ASSETS HAVE BEEN DEMO SOMEONE AHH ELAHH NOW NOW,Positif,Positif,TextBlob analysis used
tni garda terdepan bangsa ruu tni hadir memastikan tetap menjaga tanah air sepenuh hati,TNI Garda at the forefront of the TNI Draft Bill is present to ensure that they are maintaining their homeland wholeheartedly,Netral,Netral,TextBlob analysis used
ruu tni bentuk pentidakuan dukungan kepada tni selalu menjaga kedaulatan keamanan indonesia,TNI Bill The form of support for support for the TNI always maintains Indonesian security sovereignty,Netral,Netral,TextBlob analysis used
semoga ruu tni membawa dampak positif kemajuan bangsa indonesia semua aspek kehidupan,Hopefully the TNI Bill will have a positive impact on the progress of the Indonesian people all aspects of life,Positif,Positif,TextBlob analysis used
tni memberikan banyak pengorbanan negara dan ruu tni bentuk apresiasi kerja keras,The TNI gave a lot of state sacrifice and TNI Bill in a form of appreciation of hard work,Negatif,Positif,TextBlob analysis used
melalui ruu tni indonesia sesemakin yakin tni terus menjaga kedaulatan bangsa wilayah indonesia,"Through the Indonesian TNI Bill, it is sure that the TNI continues to maintain the sovereignty of the Indonesian nation",Positif,Positif,TextBlob analysis used
ruu tni bukti kita peduli keamanan negara memberikan dukungan penuh prajurit tni telah berjuang,TNI Bill proof we care about the security of the state providing full support of TNI soldiers who have struggled,Positif,Positif,TextBlob analysis used
ruu tni cara memastikan negara tetap aman tni pilar utama pertahanan,TNI Bill How to Ensure the State Said Safe TNI Main Pillars of Defense,Positif,Positif,TextBlob analysis used
ruu tni sesemakin yakin indonesia terus aman maju terjaga baik tni,The TNI Bill is sure that Indonesia will continue to be safe for the good maintained TNI,Positif,Positif,TextBlob analysis used
ruu tni tni sesemakin siap menghadapi tantangan zaman kesiapan profesionalisme tinggi,The TNI TNI Bill is immediately ready to face the challenges of the era of high professionalism readiness,Positif,Positif,TextBlob analysis used
ruu tni bukti nyata kita menghargai pengorbanan telah dilakukan tni bangsa,The TNI Bill is clear proof we appreciate the sacrifice of the Nation,Positif,Positif,TextBlob analysis used
ruu tni sesemakin yakin indonesia tetap kuat aman siap menghadapi tantangan dunia,"The TNI Bill is sure that Indonesia will remain strong, safe ready to face the challenges of the world",Positif,Positif,TextBlob analysis used
ruu tni bangsa keputusan bijak memastikan tni terus menjaga kedamaian keamanan indonesia,The Nation TNI Bill Decision wisely ensures that the TNI continues to maintain Indonesian security peace,Positif,Positif,TextBlob analysis used
ruu tni hadir memastikan tni selalu siap menjalankan tugasnya penuh tanggung jawab dedikasi,The TNI Bill is present to ensure that the TNI is always ready to carry out its duties full of dedication responsibilities,Positif,Positif,TextBlob analysis used
tni terus menjadi garda terdepan menjaga negara ruu tni hadir mendukung dalam langkah,The TNI continues to be the front guard to keep the State of the TNI Bill to support the steps,Netral,Netral,TextBlob analysis used
ruu tni keputusan bijak memperkuat kesiapan tni menjaga kedamaian keamanan seluruh wilayah indonesia,TNI Bill Decision Wisely Strengthening the Readiness of the TNI Maintaining Security Peace All Indonesian Region,Positif,Positif,TextBlob analysis used
ruu tni bentuk penghargaan tni telah banyak berjuang menjaga keamanan kedamaian negara,TNI Bill The form of awards for the TNI has struggled to maintain the security of state peace,Netral,Netral,TextBlob analysis used
ruu tni bangsa langkah penting memastikan tni tetap profesional siap melaksanakan tugasnya baik,The National TNI Bill is important to ensure that the TNI remains professional ready to carry out its duties well,Positif,Positif,TextBlob analysis used
ruu tni bangsa bentuk komitmen dalam menjaga keutuhan negara memastikan masa depan indonesia lebih baik,TNI National Bill The form of commitment in maintaining the integrity of the state ensures that Indonesia's future is better,Positif,Positif,TextBlob analysis used
ruu tni bangsa langkah tepat memastikan tni terus menjaga kedamaian keamanan indonesia,The Nation TNI Bill Right Steps to Ensure the TNI Continues to Maintain Indonesian Security Peace,Positif,Positif,TextBlob analysis used
ruu tni bentuk perhatian negara kebutuhan tni menjaga keamanan kedamaian tanah air,TNI Bill Forms State attention of the needs of the TNI to maintain the security of the peace of the country,Netral,Netral,TextBlob analysis used
tni pelindung ruu tni hadir memastikan bisa terus berjuang keamanan tanah air,TNI Protector of the TNI Bill is present to ensure that it can continue to fight for the security of the country,Netral,Netral,TextBlob analysis used
tni simbol kekuatan bangsa ruu tni bangsa memastikan dapat terus melaksanakan tugas mulia lebih baik,TNI Symbol of the Power of the Nation of the Nation Bill The Nation Ensures it can continue to carry out better noble duties,Positif,Positif,TextBlob analysis used
ruu tni indonesia sesemakin kuat aman terima kasih tni selalu menjaga tanah air,"The Indonesian TNI Bill is as strong as safe, thank you, thank you for the TNI always guarding the homeland",Positif,Positif,TextBlob analysis used
ruu tni sesemakin yakin tni terus menjaga kedaulatan negara penuh dedikasi,The TNI Bill is sure that the TNI continues to maintain the sovereignty of the state full of dedication,Positif,Positif,TextBlob analysis used
melalui ruu tni memperkuat pertahanan negara memastikan indonesia tetap menjadi negara aman sejahtera,through the TNI Bill strengthens the country's defense ensures that Indonesia remains a safe country,Positif,Positif,TextBlob analysis used
bayi bakpao ngapain tu mpok,Baby Bakpao's baby,Netral,Netral,TextBlob analysis used
siapa anj mikir bikin demo tandingan ruu tni bakal works,who would think of making a counter -TNI Bill in Works,Netral,Netral,TextBlob analysis used
kontrol sosial medsos lebih gampang ruu tni polri baru takedown alasan logishukum penting penting kepentingan terjaga ke depannya bebas berpendapat mungkin pake aplikasi khusus anonim pake vpn begitumungkinkirakira,"Social Social Control Social Media is easier for the new TNI Polri Bill Takedown reasons for logish laws, important interests in the future.",Positif,Positif,TextBlob analysis used
btw upadaate td katonyo dariaft ruu tni biso diakses tapiiii skrg hilang,btw upadaate td katonyo from the TNI Bill Bill Biso is accessed but now missing,Negatif,Negatif,TextBlob analysis used
atidak kaget yh bang baru bangun tb tb diajak debat ttg ruu tni tentaranya langsung mano tepotong gara gara dipanggil emak,"Attentionally shocked YH Bang just woke up TB TB was invited to debate about the TNI Talent Bill, Mano immediately cut it because of being called by Mother",Negatif,Negatif,TextBlob analysis used
tetep kawal ruu tni,Still Kawal TNI Bill,Netral,Netral,TextBlob analysis used
ane sbg rakyat kecil setuju masalah uu tni justru bagus tni bergerak cyber war plus perang candu n pol cyber crime narkocrime ane lebih setuju mahasiswa demo mendesak disahkannya ruu perampasan asset koruptor basmi koruptor disahkan penetidakkan hukum,"I as a small people agreed that the problem of the TNI Law is actually a good TNI Moving Cyber ​​War plus the War of Opium and Pol Cyber ​​Crime Narcocrime Ane agreed that the demonstration students urged the ratification of the Corrupt Corrupt Corruption Asset Bill, which was approved by the law",Negatif,Negatif,TextBlob analysis used
jujur aku paham keluarga besar ku malah setuju sama ruu tni kekk,honestly I understand my extended family instead agree with the Kekk TNI Bill,Positif,Positif,TextBlob analysis used
pun menolak ruu tni cuma kalo pertanyaan tni berfungsi apa ngtidak allah indonesia tni udah dijajah ama negara lu tidak ngerasain velocity ama bestie lu,"also rejects the TNI Bill, only if the TNI question functions, what does it not be Allah Indonesia has been colonized by your country not to feel velocity and bestie",Netral,Netral,TextBlob analysis used
rakyat cinta tni tni selalu bersama rakyat perlu baca dariaft perlu mengetahui implikasi lebih dari pengesahan ruu ngangguk aja setuju tawarkan makanan mereka anjing,The people of love for the Indonesian TNI always with the people need to read from theFT need to know the implications of more than the ratification of the nodding bill.,Positif,Positif,TextBlob analysis used
postingan beberapa tentara medsos menyimpulkan kalau prajurit junior malah anggap ruu tni sebagai gerbang perbaikan ekonomi karier kalau teddy kenapa gue tidakk kasarnya gitu padahal realitanya justru menguntungkan berpangkat tinggi,The posting of several social media army concluded that junior soldiers instead consider the TNI Bill as the gate of the career economy improvement if Teddy is why I am not rough like that even though the reality is actually beneficial,Positif,Positif,TextBlob analysis used
iya justru menurut gw ga yang salah pertanyaannya kalo jawab pertanyaan siapa tau ikut bersimpati gatau isi feed nya gimana tentu sama yang memantau persoalan ruu tni,"Yes, according to me, I don't think the question is if you answer the question, who knows, I will sympathize with the contents",Netral,Netral,TextBlob analysis used
ga suka pendukung ruu tni sembakotakjil buatlah acara tandingan,do not like supporters,Netral,Netral,TextBlob analysis used
ruu tni berprinsip demokrasi,TNI Bill Principled Democracy,Netral,Netral,TextBlob analysis used
ruu tni berprinsip demokrasi,TNI Bill Principled Democracy,Netral,Netral,TextBlob analysis used
ruu tni berprinsip demokrasi,TNI Bill Principled Democracy,Netral,Netral,TextBlob analysis used
ruu tni berprinsip demokrasi,TNI Bill Principled Democracy,Netral,Netral,TextBlob analysis used
ruu tni berprinsip demokrasi,TNI Bill Principled Democracy,Netral,Netral,TextBlob analysis used
bangsaaat gua marah banget akun unhinged wattpad sama personal accnya dihack perkara bahas ruu tni terkutuk lu semua biadaaaab,Bangsaat I am very angry with the unhinger wattpad account with the personal acc.,Negatif,Negatif,TextBlob analysis used
masifnya gerakan dukung ruu tni menampakkan warga sudah sepuh ga mudeng apa apa disertai bansos bayaran hal menjijikkan yang bayar sepertik yaallah mending lu rumah dah ngepel apa gimana besok lebaran oon,"The massive movement to support the TNI Bill revealed that the residents were elderly, what were not accompanied by a boss of disgusting habits that paid like yaallah, it's better to mop or do what tomorrow is Eid oon",Negatif,Negatif,TextBlob analysis used
statemen islah bahrawi terkait ruu kejaksaan polri amp tni institusi memikirkan negara negara membangun tembok tidak diintervensi pihak menyala cakkk,The statement of Bahrawi is related to the Prosecutors' Office of the National Police Amp TNI Institution thinks that the state of building a wall is not intervened by the party.,Netral,Netral,TextBlob analysis used
ruu tni pengalihan isu,TNI Bill Transfer Issues,Netral,Netral,TextBlob analysis used
absen bsk lebaran ga mau maafin polisi pemerintah tni,Absent BSK Eid does not want to forgive the TNI Government Police,Netral,Netral,TextBlob analysis used
mendukung ruuuu tni kek ngerti aja,"support the TNI RUUUU, just understand",Netral,Netral,TextBlob analysis used
buzzer dukung ruu tni tuh kak waktu tempat dipersilahkan,"Buzzer supports the TNI Bill, Sis, when it is welcome",Positif,Positif,TextBlob analysis used
ruu terbaik buat jamin tni tidakk renarencanain peran ganda amazing,The Best Bill for Guarantee TNI is not planned to play Amazing's dual role,Positif,Positif,TextBlob analysis used
apalah ruu tni dibanding paket sembako,What's the TNI Bill compared to the Food Package,Netral,Netral,TextBlob analysis used
pernah ngatain himpunan jg ga speak up perkara ruu tni repost kajian bem jg dikatain template ranahnya hima udah beda gapunya kastrat masa tb tb pernyataan sikap sendiri,never said that the set also did not speak up the case of the TNI Bill Repost Bill BEM also said the template of the realm was already different from the TB TB TB.,Netral,Netral,TextBlob analysis used
gimana bienke adiknya jeketi selalu selangkah lebih inovatif joti joti mana kepikiran ngadain ssk lagunya si center milih sendiri benefit segitu banyak orang single ssk kemarin aja diubah last minute suka suka sudah kek ngebut ruu tni clockkk,"How can Bienke his younger brother always be one step more innovative joti joti where thinks about the song SSK, the Center chose himself, so many people single SSK yesterday just changed Last Minute like to be as fast as the TNI Clockkk Bill was speeding",Positif,Positif,TextBlob analysis used
tau skrg kan lagi genting tuh ruu tni sama kelakuan orang cokalauat sama ijo biadab ye tp tmn gue permasalahin sebel gue lewat fyp bikin video pretty girls arent vote blablanla jinkkk gimana ye digituin aj gk terima gmn cok dikata katain,You know now that it is a lot of money to be the same as the behavior of the chocolate people with the barbarians but they don't have to worry about the FYP Video Pretty Girls arent vote blablanla jinkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk t,Positif,Positif,TextBlob analysis used
ruu tni,TNI Bill,Netral,Netral,TextBlob analysis used
semangatt,SPIRITT,Netral,Netral,TextBlob analysis used
yaa gituh lah buzzer sudahh cair uang buat bayar masyakart dukung ruu tni saya perorang buat kumpulkan masa dukung ruu tni,"yeah, it's a buzzer, it has been disbursed in paying money to support my TNI Bill for a person to collect the support period of the TNI Bill",Netral,Netral,TextBlob analysis used
pengesahan ruu tni sm polri buat menguarngi populasi cara ditembakin,Ratification of the TNI Bill of the National Police for Polri to release the population of the way to be shot,Netral,Netral,TextBlob analysis used
wah parah anjir buzzer cari orang buat masyakarat buat bayar mareka dukung ruu tni buzzer cair uang nya,"wow, the buzzer is looking for people to make the community to pay for markea supporting the TNI Bill Buzzer Liquid Money",Positif,Positif,TextBlob analysis used
disuruh baca dariaft ruu tni mudeng opo ora,told to read from the TAH TNI Mudeng Opo Ora Bill,Netral,Netral,TextBlob analysis used
tni sekarang pinter bisa niruin jokowi bayar orang bilang mendukung ruu tni pakai dana turun langit om,The TNI is now smart to be able to imitate Jokowi to pay people saying supporting the TNI Bill using Dana Decrees down the sky,Positif,Positif,TextBlob analysis used
gimanaaa tv ajaa gaada nayanginn demo tolak ruu tni,"how do I just have a TV, I can't show you a demonstration to reject the TNI Bill",Netral,Netral,TextBlob analysis used
anjay makanan buat mendukung ruu tni lalu tanda tangan begini yaa kasih bensos langsung dukung,"Anjay food to support the TNI Bill then sign this like this, give Bensos directly to support",Positif,Positif,TextBlob analysis used
enakin aj knp sih orang bukan salah lu,"Enchant, why don't you get wrong",Negatif,Negatif,TextBlob analysis used
btw yang gw bilang kemarin prajurit bawah tidak kena dampak dwifungsi ruu tni harusnya diajak jalan bareng bukan malah dicengcengin jelasin aja penolakan ruu tni ini bukan mereka ke dpr para pejabat sana,"btw that I said yesterday the lower warriors were not affected by the dual function of the TNI Bill, it should be invited to walk together, instead of being pronounced, just explained the rejection of the TNI Bill, not them to the DPR, the officials",Netral,Netral,TextBlob analysis used
makan tuh pagar laut judol korupsi pertamina pln antam tol mbz uu tni ruu polri danantara dipeluk sendiri pantes investor kabur ihsg nyungsep blooggg,Eat the Sea Fence Judol Corruption Pertamina PLN Antam Toll MBZ UU TNI UU RUU POLRI and Antara was hugged by himself Pantes Investor Running Ihsg Nyungsep Blooggg,Netral,Netral,TextBlob analysis used
garagara gue kritik sistem pemerintahan sesemakin amburadul salah satu publik figur lumayan berpengaruh dukungan ruu tni akun gue kena blokir peringatan pihak x lawak betulll jadi serius nih anti kritik jangan kasih kendor guys,"Garagara I criticized the government system as chaotic, one of the public figures was quite influential",Netral,Netral,TextBlob analysis used
jokowimati dia orang jkt gua percaya,Jokowimati he is a person if I believe,Netral,Netral,TextBlob analysis used
hi all since akun aku fokuskan naikin engagement pergerakan tolak ruu tni polri n kejaksaan id like to kindly invite my moots to join me at karenaa aku akan banyak hype riize comeback disanaa heheh feel free to bubunfolmute me in this acc yaa,hi all since my account focuses on riding the engagement of the movement to reject the Indonesian National Police and prosecutors' prosecutors like invite my moots to join me at because I will be a lot of hype riize comeback there heheh feel free to bubunfolmute me in this acc.,Positif,Positif,TextBlob analysis used
ruu tni berprinsip demokrasi,TNI Bill Principled Democracy,Netral,Netral,TextBlob analysis used
ruu tni berprinsip demokrasi,TNI Bill Principled Democracy,Netral,Netral,TextBlob analysis used
paham kekhawatiranmu soal ruu tni dianggap ancam demokrasi sipil beberapa warga mungkin dukung lihat manfaatnya perkuat keamanan nasional termasuk pertahanan siber efisiensi pemerintahan lewat keahlian tni kesejahteraan militer,Your concern about the TNI Bill is considered to be a threat of civilian democracy some citizens may support seeing the benefits of strengthening national security including the defense of cyber government efficiency through the expertise of the TNI Military Welfare,Negatif,Negatif,TextBlob analysis used
manusia lomba lomba jdi setan jancuk,Human Competition JDI Satan Jancuk,Netral,Netral,TextBlob analysis used
ngapain mending digoreng dikasih m buat nutupin ruu tni,Sharing Mending Fried Dear M for covering the bill,Netral,Netral,TextBlob analysis used
marahin tidak kan bukan salah gw relapse bukan karna,"Angry isn't my fault, I'm not wrong because",Negatif,Negatif,TextBlob analysis used
mayoritas media cetak amp elektronik justru bisu soal demo ruu tni medsos cuma x yang ribut lagipula segitu mudahkah menakutnakuti masyarakat underestimate,"The majority of electronic print media actually mute about the demonstration of the Social Media Bill, only X, which is noisy, it's easy to frighten the underestimate community",Positif,Positif,TextBlob analysis used
ruu tni berprinsip demokrasi,TNI Bill Principled Democracy,Netral,Netral,TextBlob analysis used
main tentaratentaraan makanya dukung ruu tni,play the regulation so support the TNI Bill,Netral,Netral,TextBlob analysis used
ruu tni berprinsip demokrasi,TNI Bill Principled Democracy,Netral,Netral,TextBlob analysis used
lagian petisi emangnya ngaruh dulu petisi ya cuma jd ajang pengumpulan ttd doang penguasa ga peduli skrg harus peduli kalauo petisi setuju ruu tni jg,"Besides the petition, it was the first to affect the petition, so I only became an event to collect TTD, the authorities didn't care now, I had to care if the petition agreed to the TNI Bill too",Positif,Positif,TextBlob analysis used
ruu tni berprinsip demokrasi,TNI Bill Principled Democracy,Netral,Netral,TextBlob analysis used
ruu tni berprinsip demokrasi,TNI Bill Principled Democracy,Netral,Netral,TextBlob analysis used
gw gasuka lu blaming yourself begini atas yang diluar kendali lu bukan salah lu mending lu bucinin pacarlu aja,"I like you, you blamed yourself like this that is out of control, you're not wrong, you just bucinin",Positif,Positif,TextBlob analysis used
bukan elu sumpah bukan karna eluuuuuu anjgggg karna kmrn reach out gua bangke stop its not your fault,"not an oath not because you are anjggggg because you don't reach out, bangke stop its not your fault",Netral,Netral,TextBlob analysis used
kalau ruu dibaca isinya misalnya tni tunduk semua warga negara china wajib menindas rakyat indonesia menghalangi negara china bebas mencuri tambang emas lainnya puluhan ribu trilyun rupiah per tahun selama satu dekade terakhir berlanjut hingga akhir jaman,"If the bill is read, the contents, for example, the TNI is subject to all Chinese citizens, is obliged to oppress the Indonesian people to prevent Chinese countries free to steal other gold mine tens of thousands of trillions of rupiah per year for the past decade to continue until the end of time",Negatif,Negatif,TextBlob analysis used
kalo play fair gaakan ngesahin ruu tni without publishing it to the public first,because the invie eat in the group of int,Netral,Netral,TextBlob analysis used
padahal enakan diskusi publik sama mahasewa demo kmrn nih bahas ruu tni ngapaian segala anak kecil kang ojol ikut jir gajelas bgy pamarentahh,"Even though it is good for public discussions with the same demonstration, discussing the TNI Bill in the Achievement of all the little children Kang Ojol joined the grade of BGY Pamarentahh",Positif,Positif,TextBlob analysis used
gimana tanggapan kamu soal ruu tni balas pake bahasa jaktim,How do you respond to the TNI Bill using JAKTIM language,Netral,Netral,TextBlob analysis used
segitunya cari dukungan rakyat ga tahu isi ruu tni,so much looking for the support of the people do not know the contents of the TNI Bill,Positif,Positif,TextBlob analysis used
gw ngapain sih aghhhhh im losing my harga diri bgst stresss i hate this kind of feeling kontol,"What are I doing, Aghhhhh im lousing my self -esteem is stressed I hate this kind of feeling dick",Negatif,Negatif,TextBlob analysis used
dlu kampus gw bela negara ngundang tni karna menwa sana deket banget sama tni pas demo ruu tni ketua menwanya malah lebih dukung tni ketimbang sesama mahasiswa,I will defend the country to invite the TNI because there is a very close to the TNI when the Demo of the TNI Bill the Chairperson of the Menwu is even more supportive of the TNI than fellow students,Positif,Positif,TextBlob analysis used
bagaimana tanggapan mu warga indonesia mendukung ruu tni menurutku ruu tni merugikan masyarakat sipil juga mengancam demokrasi,"How do you respond to Indonesian citizens to support the TNI Bill, in my opinion, the TNI Bill is detrimental to civil society.",Netral,Netral,TextBlob analysis used
uu tni berdiri next ada ruu polri pers,TNI Law stands next there is a Press Police Bill,Netral,Netral,TextBlob analysis used
oke thanks insightnya tp gw part ngerangkul aparat kalangan bawah susah banget coy sudah kena doktrin mahasiswapergerakan hama lu coba deh sadarin temen lu isilop kalo ruu polri tni akalakalan atasan doang ada ngelak,okeke instnya press t pret git hit the substantial aghangean poyah very to the student p5 to study the pest deh luye consciousness conscious,Positif,Positif,TextBlob analysis used
kak kemarin baca opini orang ruu tni sbnrnya pengalihan kasus pertamina sepertinya sih masuk akal jg coba cek deh,"Sis, I read the opinion of the SBNR TNI Bill, the transfer of the Pertamina case seems to make sense too, try to check it",Netral,Netral,TextBlob analysis used
awokaowk hoki banget taiii,Awokioowk for Bangot Taiii,Netral,Netral,TextBlob analysis used
semua jadi satu ruu tni merebut apapun kita bahkan hak kebebasan kalian,"All became a TNI Bill to seize whatever we are, the right to your freedom",Positif,Positif,TextBlob analysis used
akhirnya aku makanan apa asal disuruh coba dulu mungkin cara tersebut dicoba terlebih yaa,"Finally, I am food as long as I was told to try first maybe the method was tried especially",Positif,Positif,TextBlob analysis used
