full_text,username,created_at,tokenized,stemmed,translated,klasifikasi,skor_polaritas
ruu tni sesemakin yakin tni terus menjaga kedamaian kedaulatan keamanan indonesia,yowpyoriii,Sun Mar 30 10:07:30 +0000 2025,"['ruu', 'tni', 'sesemakin', 'yakin', 'tni', 'terus', 'menjaga', 'kedamaian', 'kedaulatan', 'keamanan', 'indonesia']",ruu tni makin yakin tni terus jaga damai daulat aman indonesia,The TNI Bill is sure that the TNI continues to maintain the peace of Indonesia's security sovereignty,Positif,0.5
akibat buruk ruu tni disahkan udah berasa in real time,PrabowoMpreg,Sun Mar 30 10:07:15 +0000 2025,"['akibat', 'buruk', 'ruu', 'tni', 'disahkan', 'udah', 'berasa', 'in', 'real', 'time']",akibat buruk ruu tni sah udah asa in real time,The bad consequences of the TNI Bill are passed already in real time,Negatif,-0.24999999999999992
ruu tni bangsa cara mengapresiasi pengorbanan tni telah menjaga tanah air sepenuh hati,meovcutte,Sun Mar 30 10:07:13 +0000 2025,"['ruu', 'tni', 'bangsa', 'cara', 'mengapresiasi', 'pengorbanan', 'tni', 'telah', 'menjaga', 'tanah', 'air', 'sepenuh', 'hati']",ruu tni bangsa cara apresiasi korban tni telah jaga tanah air sepenuh hati,The National TNI Bill How to appreciate the sacrifice of the TNI has taken care of the homeland wholeheartedly,Netral,0.0
ruu tni mengukuhkan peran tni garda terdepan menjaga kedamaian keutuhan kemerdekaan negara,piepieseaa,Sun Mar 30 10:07:03 +0000 2025,"['ruu', 'tni', 'mengukuhkan', 'peran', 'tni', 'garda', 'terdepan', 'menjaga', 'kedamaian', 'keutuhan', 'kemerdekaan', 'negara']",ruu tni kukuh peran tni garda depan jaga damai utuh merdeka negara,The TNI Bill confirms the role of the TNI Garda at the forefront of maintaining the peace of the integrity of the country's independence,Netral,0.0
ruu tni langkah penting memperkuat posisi indonesia menjaga kedamaian keamanan kawasan global,arroyanzdi,Sun Mar 30 10:06:53 +0000 2025,"['ruu', 'tni', 'langkah', 'penting', 'memperkuat', 'posisi', 'indonesia', 'menjaga', 'kedamaian', 'keamanan', 'kawasan', 'global']",ruu tni langkah penting kuat posisi indonesia jaga damai aman kawasan global,TNI Bill An important step to strengthen Indonesia's position to maintain the security of the global region's security,Positif,0.2
melalui ruu tni memberikan dukungan penuh tni menjaga keamanan stabilitas tanah air tercinta,ryanpras001,Sun Mar 30 10:06:46 +0000 2025,"['melalui', 'ruu', 'tni', 'memberikan', 'dukungan', 'penuh', 'tni', 'menjaga', 'keamanan', 'stabilitas', 'tanah', 'air', 'tercinta']",lalu ruu tni beri dukung penuh tni jaga aman stabilitas tanah air cinta,through the TNI Bill provides full support of the TNI to maintain the security of the stability of the beloved homeland,Positif,0.5249999999999999
ruu tni komitmen negara memastikan tni terus memiliki kemampuan terbaik menghadapi ancaman,gitar_setia,Sun Mar 30 10:06:40 +0000 2025,"['ruu', 'tni', 'komitmen', 'negara', 'memastikan', 'tni', 'terus', 'memiliki', 'kemampuan', 'terbaik', 'menghadapi', 'ancaman']",ruu tni komitmen negara pasti tni terus milik mampu baik hadap ancam,TNI Bill The State Commitment Ensures that the TNI continues to have the best ability to face threats,Positif,1.0
ruu tni bukti negara peduli keberlanjutan keamanan pertahanan kuat seluruh rakyat indonesia,ryanpras001,Sun Mar 30 10:06:19 +0000 2025,"['ruu', 'tni', 'bukti', 'negara', 'peduli', 'keberlanjutan', 'keamanan', 'pertahanan', 'kuat', 'seluruh', 'rakyat', 'indonesia']",ruu tni bukti negara peduli lanjut aman tahan kuat seluruh rakyat indonesia,TNI Bill Proof of State Care for the Sustainability of Strong Defense Security All Indonesian people,Positif,0.4333333333333333
tni terus menjaga tanah air sepenuh hati ruu tni cara memastikan tetap kuat menjalankan tugas mulia,gitar_setia,Sun Mar 30 10:06:09 +0000 2025,"['tni', 'terus', 'menjaga', 'tanah', 'air', 'sepenuh', 'hati', 'ruu', 'tni', 'cara', 'memastikan', 'tetap', 'kuat', 'menjalankan', 'tugas', 'mulia']",tni terus jaga tanah air sepenuh hati ruu tni cara pasti tetap kuat jalan tugas mulia,The TNI continues to keep the homeland wholeheartedly,Netral,0.0
ruu tni bangsa keputusan tepat memperkuat sistem pertahanan negara menghadapi tantangan dunia sesemakin kompleks,alviancent,Sun Mar 30 10:06:06 +0000 2025,"['ruu', 'tni', 'bangsa', 'keputusan', 'tepat', 'memperkuat', 'sistem', 'pertahanan', 'negara', 'menghadapi', 'tantangan', 'dunia', 'sesemakin', 'kompleks']",ruu tni bangsa putus tepat kuat sistem tahan negara hadap tantang dunia makin kompleks,TNI Bill The Nation Decision Right Strengthening the National Defense System Facing the Challenges of the World More Complex,Positif,0.1619047619047619
ruu tni langkah besar memastikan tni tetap kuat solid siap menghadapi berbagai tantangan depan,CintaInsomnia,Sun Mar 30 10:05:52 +0000 2025,"['ruu', 'tni', 'langkah', 'besar', 'memastikan', 'tni', 'tetap', 'kuat', 'solid', 'siap', 'menghadapi', 'berbagai', 'tantangan', 'depan']",ruu tni langkah besar pasti tni tetap kuat solid siap hadap bagai tantang depan,The TNI Bill is a big step in ensuring that the TNI remains strong solid ready to face the various challenges in the future,Positif,0.10555555555555556
adanya ruu tni tni terus mampu beradaptasi perkembangan zaman menjaga keamanan negara,arroyanzdi,Sun Mar 30 10:05:45 +0000 2025,"['adanya', 'ruu', 'tni', 'tni', 'terus', 'mampu', 'beradaptasi', 'perkembangan', 'zaman', 'menjaga', 'keamanan', 'negara']",ada ruu tni tni terus mampu adaptasi kembang zaman jaga aman negara,The existence of the TNI TNI Bill continues to be able to adapt the development of the times to maintain the security of the country,Positif,0.5
ruu tni langkah konkret memperkuat pertahanan negara memastikan tni terus melindungi indonesia penuh dedikasi,NararyaKavin,Sun Mar 30 10:05:32 +0000 2025,"['ruu', 'tni', 'langkah', 'konkret', 'memperkuat', 'pertahanan', 'negara', 'memastikan', 'tni', 'terus', 'melindungi', 'indonesia', 'penuh', 'dedikasi']",ruu tni langkah konkret kuat tahan negara pasti tni terus lindung indonesia penuh dedikasi,The TNI Bill in a concrete step to strengthen the country's defense ensures that the TNI continues to protect Indonesia full of dedication,Positif,0.25
ruu tni cara menjaga indonesia tetap aman terlindungi segala ancaman sistem pertahanan kuat,piepieseaa,Sun Mar 30 10:05:28 +0000 2025,"['ruu', 'tni', 'cara', 'menjaga', 'indonesia', 'tetap', 'aman', 'terlindungi', 'segala', 'ancaman', 'sistem', 'pertahanan', 'kuat']",ruu tni cara jaga indonesia tetap aman lindung segala ancam sistem tahan kuat,TNI Bill How to keep Indonesia safe protected by all the threats of a strong defense system,Positif,0.4666666666666667
meraka menolak ruu tni apa daya kesempatan cuma modal tanda tangan aja langsung dapet sembako,neitherbg,Sun Mar 30 09:10:34 +0000 2025,"['meraka', 'menolak', 'ruu', 'tni', 'apa', 'daya', 'kesempatan', 'cuma', 'modal', 'tanda', 'tangan', 'aja', 'langsung', 'dapet', 'sembako']",raka tolak ruu tni apa daya sempat cuma modal tanda tangan aja langsung dapet sembako,"They reject the TNI Bill, what is the opportunity for the opportunity to only sign the signature, just get a grocery",Netral,0.0
astaghfirullah disogok rakyat mau dukung ruu tni biadab,Amrullaham33262,Sun Mar 30 09:10:32 +0000 2025,"['astaghfirullah', 'disogok', 'rakyat', 'mau', 'dukung', 'ruu', 'tni', 'biadab']",astaghfirullah sogok rakyat mau dukung ruu tni biadab,Astaghfirullah was bribed by the people to support the savage TNI Bill,Netral,0.0
bela presiden ngomong cabe bela presiden ngesahin ruu tni danantara bungkam media pers kaga kan lu terus lu bilang udah diluar topik lu kalo debat paham bisa terjadi itu,summarinse,Sun Mar 30 09:10:31 +0000 2025,"['bela', 'presiden', 'ngomong', 'cabe', 'bela', 'presiden', 'ngesahin', 'ruu', 'tni', 'danantara', 'bungkam', 'media', 'pers', 'kaga', 'kan', 'lu', 'terus', 'lu', 'bilang', 'udah', 'diluar', 'topik', 'lu', 'kalo', 'debat', 'paham', 'bisa', 'terjadi', 'itu']",bela presiden ngomong cabe bela presiden ngesahin ruu tni danantara bungkam media pers kaga kan lu terus lu bilang udah luar topik lu kalo debat paham bisa jadi itu,President Ngomong Cabe President Bela President Belly on the Ruu and Among the media outlets Kaga Kan Kan Kan continues to say that it is outside the topic of you if the debate can happen,Netral,0.0
mulai skarang cukup tulis ruutkp tempat kejadian perkara tni kejaksaan polri pada ditulis kepanjangan bikin susah warning di sahkan dpr presiden punya waktu maksimal hari di kan okey lets go jangan kendor,onorus7940,Sun Mar 30 09:08:45 +0000 2025,"['mulai', 'skarang', 'cukup', 'tulis', 'ruutkp', 'tempat', 'kejadian', 'perkara', 'tni', 'kejaksaan', 'polri', 'pada', 'ditulis', 'kepanjangan', 'bikin', 'susah', 'warning', 'di', 'sahkan', 'dpr', 'presiden', 'punya', 'waktu', 'maksimal', 'hari', 'di', 'kan', 'okey', 'lets', 'go', 'jangan', 'kendor']",mulai skarang cukup tulis ruutkp tempat jadi perkara tni jaksa polri pada tulis panjang bikin susah warning di sahkan dpr presiden punya waktu maksimal hari di kan okey lets go jangan kendor,"Starting from now, I just write the Ruutkp Case of the TNI Prosecutor's Office in the Prosecutor's Office, it is written that it is difficult to make it difficult to warn the DPR, the President has a maximum time in OKEY LETS GO, don't be loose",Negatif,-0.2692307692307692
ruu tni berpotensi menjadi dwi fungsi abri ingat janji pak prabowo mengenai menambah fasilitas negara khususnya militer menjaga indonesia ancaman eksternal memang perlengkapan kapal perang pesawat sangat kurang indonesia,hikaruyuki01,Sun Mar 30 09:08:12 +0000 2025,"['ruu', 'tni', 'berpotensi', 'menjadi', 'dwi', 'fungsi', 'abri', 'ingat', 'janji', 'pak', 'prabowo', 'mengenai', 'menambah', 'fasilitas', 'negara', 'khususnya', 'militer', 'menjaga', 'indonesia', 'ancaman', 'eksternal', 'memang', 'perlengkapan', 'kapal', 'perang', 'pesawat', 'sangat', 'kurang', 'indonesia']",ruu tni potensi jadi dwi fungsi abri ingat janji pak prabowo kena tambah fasilitas negara khusus militer jaga indonesia ancam eksternal memang lengkap kapal perang pesawat sangat kurang indonesia,"The TNI Bill has the potential to become a DWI function of ABRI, remembering that Pak Prabowo's promise regarding adding state facilities, especially the military to maintain Indonesia, external threat",Negatif,-0.025
melalui ruu tni memastikan indonesia tetap memiliki garda terdepan siap melindungi negara berbagai ancaman,badassschika,Sun Mar 30 09:07:27 +0000 2025,"['melalui', 'ruu', 'tni', 'memastikan', 'indonesia', 'tetap', 'memiliki', 'garda', 'terdepan', 'siap', 'melindungi', 'negara', 'berbagai', 'ancaman']",lalu ruu tni pasti indonesia tetap milik garda depan siap lindung negara bagai ancam,through the TNI Bill ensures that Indonesia still has the frontline ready to protect the country of various threats,Positif,0.1
ruu tni langkah maju memperkuat indonesia tetap aman damai stabil dukungan penuh tni,syalaladream,Sun Mar 30 09:07:20 +0000 2025,"['ruu', 'tni', 'langkah', 'maju', 'memperkuat', 'indonesia', 'tetap', 'aman', 'damai', 'stabil', 'dukungan', 'penuh', 'tni']",ruu tni langkah maju kuat indonesia tetap aman damai stabil dukung penuh tni,TNI Bill step forward to strengthen Indonesia remain safe peaceful stable support of the TNI,Positif,0.375
ruu tni indonesia memastikan tni terus memiliki dukungan penuh menjaga stabilitas kedamaian negara,utuunsam,Sun Mar 30 09:07:08 +0000 2025,"['ruu', 'tni', 'indonesia', 'memastikan', 'tni', 'terus', 'memiliki', 'dukungan', 'penuh', 'menjaga', 'stabilitas', 'kedamaian', 'negara']",ruu tni indonesia pasti tni terus milik dukung penuh jaga stabilitas damai negara,The Indonesian TNI Bill ensures that the TNI continues to have full support to maintain the stability of state peace,Positif,0.35
ruu tni bentuk komitmen negara memastikan tni selalu siap menghadapi ancaman apapun datang melindungi indonesia,tiyaspuspitaa,Sun Mar 30 09:07:04 +0000 2025,"['ruu', 'tni', 'bentuk', 'komitmen', 'negara', 'memastikan', 'tni', 'selalu', 'siap', 'menghadapi', 'ancaman', 'apapun', 'datang', 'melindungi', 'indonesia']",ruu tni bentuk komitmen negara pasti tni selalu siap hadap ancam apa datang lindung indonesia,TNI Bill The form of a state commitment ensures that the TNI is always ready to face any threat coming to protect Indonesia,Positif,0.2
label ditunggangi antek asing pemerintah ketidaksetujuan ruu tni kemungkinan strategi politik delegitimasi protes bukan berdasar bukti nyata pengaruh asing mengalihkan fokus kekhawatiran publik soal kembalinya peran militer urusan sipil,grok,Sun Mar 30 09:07:03 +0000 2025,"['label', 'ditunggangi', 'antek', 'asing', 'pemerintah', 'ketidaksetujuan', 'ruu', 'tni', 'kemungkinan', 'strategi', 'politik', 'delegitimasi', 'protes', 'bukan', 'berdasar', 'bukti', 'nyata', 'pengaruh', 'asing', 'mengalihkan', 'fokus', 'kekhawatiran', 'publik', 'soal', 'kembalinya', 'peran', 'militer', 'urusan', 'sipil']",label tunggang antek asing perintah ketidaksetujuan ruu tni mungkin strategi politik delegitimasi protes bukan dasar bukti nyata pengaruh asing alih fokus khawatir publik soal kembali peran militer urus sipil,"The label was ridden by foreign minces of the Government of the TNI Draft Bill, the possibility of the political strategy of protests, not based on real evidence of foreign influences to divert the focus of public concerns about the return of the role of the military affairs",Negatif,-0.024999999999999998
ruu tni bentuk langkah strategis memastikan indonesia terus menjaga ketahanan nasional lebih baik,Rafiif_R,Sun Mar 30 09:06:54 +0000 2025,"['ruu', 'tni', 'bentuk', 'langkah', 'strategis', 'memastikan', 'indonesia', 'terus', 'menjaga', 'ketahanan', 'nasional', 'lebih', 'baik']",ruu tni bentuk langkah strategis pasti indonesia terus jaga tahan nasional lebih baik,TNI Bill Forms Strategic Steps Ensure that Indonesia continues to maintain better national resilience,Positif,0.5
ruu tni bukti komitmen untuk memperkuat peran tni menjaga keamanan keutuhan indonesia masa depan,nyoman_artawan,Sun Mar 30 09:06:43 +0000 2025,"['ruu', 'tni', 'bukti', 'komitmen', 'untuk', 'memperkuat', 'peran', 'tni', 'menjaga', 'keamanan', 'keutuhan', 'indonesia', 'masa', 'depan']",ruu tni bukti komitmen untuk kuat peran tni jaga aman utuh indonesia masa depan,TNI Bill Proof of Commitment to strengthen the role of the TNI to maintain the security of Indonesia's future integrity,Netral,0.0
melalui ruu tni menguatkan sistem pertahanan negara memastikan tni tetap memiliki kapasitas dibutuhkan tugas,NararyaKavin,Sun Mar 30 09:06:39 +0000 2025,"['melalui', 'ruu', 'tni', 'menguatkan', 'sistem', 'pertahanan', 'negara', 'memastikan', 'tni', 'tetap', 'memiliki', 'kapasitas', 'dibutuhkan', 'tugas']",lalu ruu tni kuat sistem tahan negara pasti tni tetap milik kapasitas butuh tugas,through the TNI Bill strengthens the national defense system ensures that the TNI still has the capacity of tasks needed,Netral,0.0
ruu tni indonesia sesemakin siap menghadapi ancaman apapun tni selalu siap melindungi tanah air tercinta,mirnaadiati,Sun Mar 30 09:06:34 +0000 2025,"['ruu', 'tni', 'indonesia', 'sesemakin', 'siap', 'menghadapi', 'ancaman', 'apapun', 'tni', 'selalu', 'siap', 'melindungi', 'tanah', 'air', 'tercinta']",ruu tni indonesia makin siap hadap ancam apa tni selalu siap lindung tanah air cinta,The Indonesian TNI Bill is immediately ready to face any threat of the TNI is always ready to protect our beloved homeland,Positif,0.3666666666666667
ruu tni langkah maju memastikan indonesia tetap aman sejahtera terlindungi kekuatan tni handal,filalifilalif,Sun Mar 30 09:06:06 +0000 2025,"['ruu', 'tni', 'langkah', 'maju', 'memastikan', 'indonesia', 'tetap', 'aman', 'sejahtera', 'terlindungi', 'kekuatan', 'tni', 'handal']",ruu tni langkah maju pasti indonesia tetap aman sejahtera lindung kuat tni handal,The TNI Bill step forward ensures that Indonesia remains safe to be protected by the power of reliable TNI,Positif,0.5
ruu tni bentuk pentidakuan apresiasi setiap perjuangan pengorbanan tni menjaga keamanan negara,doniwaluyo_,Sun Mar 30 09:06:03 +0000 2025,"['ruu', 'tni', 'bentuk', 'pentidakuan', 'apresiasi', 'setiap', 'perjuangan', 'pengorbanan', 'tni', 'menjaga', 'keamanan', 'negara']",ruu tni bentuk pentidakuan apresiasi tiap juang korban tni jaga aman negara,TNI Bill The form of appreciation for every struggle for the sacrifice of the TNI to maintain state security,Netral,0.0
adanya ruu tni indonesia sesemakin yakin tni terus menjaga keutuhan keamanan tanah air,dian_ndf,Sun Mar 30 09:05:57 +0000 2025,"['adanya', 'ruu', 'tni', 'indonesia', 'sesemakin', 'yakin', 'tni', 'terus', 'menjaga', 'keutuhan', 'keamanan', 'tanah', 'air']",ada ruu tni indonesia makin yakin tni terus jaga utuh aman tanah air,The existence of the Indonesian TNI Bill is as sure as the TNI continues to maintain the integrity of the security of the country,Positif,0.5
ruu tni sesemakin yakin tni terus berperan penting menjaga keamanan stabilitas tanah air indonesia,aa_jimmy_,Sun Mar 30 09:05:35 +0000 2025,"['ruu', 'tni', 'sesemakin', 'yakin', 'tni', 'terus', 'berperan', 'penting', 'menjaga', 'keamanan', 'stabilitas', 'tanah', 'air', 'indonesia']",ruu tni makin yakin tni terus peran penting jaga aman stabilitas tanah air indonesia,The TNI Bill is sure that the TNI continues to play an important role in maintaining the security of the stability of Indonesia,Positif,0.45
ruu tni indonesia sesemakin siap menjaga kedamaian seluruh dunia peran aktif tni sesemakin diperkuat,arroyanzdi,Sun Mar 30 09:05:17 +0000 2025,"['ruu', 'tni', 'indonesia', 'sesemakin', 'siap', 'menjaga', 'kedamaian', 'seluruh', 'dunia', 'peran', 'aktif', 'tni', 'sesemakin', 'diperkuat']",ruu tni indonesia makin siap jaga damai seluruh dunia peran aktif tni makin kuat,The Indonesian TNI Bill is immediately ready to maintain the peace of the whole world of the active role of the TNI,Positif,0.0888888888888889
adanya ruu tni sesemakin yakin indonesia terus aman stabil sistem pertahanan lebih kuat,risasaput,Sun Mar 30 09:05:04 +0000 2025,"['adanya', 'ruu', 'tni', 'sesemakin', 'yakin', 'indonesia', 'terus', 'aman', 'stabil', 'sistem', 'pertahanan', 'lebih', 'kuat']",ada ruu tni makin yakin indonesia terus aman stabil sistem tahan lebih kuat,The existence of the TNI Bill is as sure as Indonesia continues to be safe to stable the defense system to be stronger,Positif,0.5
tumben unimed gamau ikutikutan,meliuwq,Sun Mar 30 09:05:01 +0000 2025,"['tumben', 'unimed', 'gamau', 'ikutikutan']",tumben unimed gamau ikutikutan,Tumben Unimed Gamau participated,Netral,0.0
melalui ruu tni memperkuat kapasitas tni mereka melindungi indonesia lebih baik siap menghadapi tantangan,alviancent,Sun Mar 30 09:04:46 +0000 2025,"['melalui', 'ruu', 'tni', 'memperkuat', 'kapasitas', 'tni', 'mereka', 'melindungi', 'indonesia', 'lebih', 'baik', 'siap', 'menghadapi', 'tantangan']",lalu ruu tni kuat kapasitas tni mereka lindung indonesia lebih baik siap hadap tantang,through the TNI Bill strengthens the capacity of their TNI to protect Indonesia better ready to face challenges,Positif,0.35
ruu tni bentuk pentidakuan atas pengorbanan tni telah menjaga indonesia penuh dedikasi keberanian pamrih,angelforthesun,Sun Mar 30 09:04:40 +0000 2025,"['ruu', 'tni', 'bentuk', 'pentidakuan', 'atas', 'pengorbanan', 'tni', 'telah', 'menjaga', 'indonesia', 'penuh', 'dedikasi', 'keberanian', 'pamrih']",ruu tni bentuk pentidakuan atas korban tni telah jaga indonesia penuh dedikasi berani pamrih,TNI Bill The form of a form of sacrifice of the TNI has been protecting Indonesia full of dedication,Positif,0.35
ruu tni indonesia sesemakin yakin tni selalu siap menghadapi berbagai ancaman mungkin muncul masa depan,piepieseaa,Sun Mar 30 09:04:35 +0000 2025,"['ruu', 'tni', 'indonesia', 'sesemakin', 'yakin', 'tni', 'selalu', 'siap', 'menghadapi', 'berbagai', 'ancaman', 'mungkin', 'muncul', 'masa', 'depan']",ruu tni indonesia makin yakin tni selalu siap hadap bagai ancam mungkin muncul masa depan,The Indonesian TNI Bill is as sure as the TNI is always ready to face various threats may emerge in the future,Positif,0.175
melalui ruu tni memperkuat kemampuan tni menjaga keamanan stabilitas tanah air lebih optimal,ryanpras001,Sun Mar 30 09:04:15 +0000 2025,"['melalui', 'ruu', 'tni', 'memperkuat', 'kemampuan', 'tni', 'menjaga', 'keamanan', 'stabilitas', 'tanah', 'air', 'lebih', 'optimal']",lalu ruu tni kuat mampu tni jaga aman stabilitas tanah air lebih optimal,through the TNI Bill strengthens the ability of the TNI to maintain the security of the country's stability more optimally,Positif,0.5
ruu tni simbol komitmen negara menjaga keutuhan bangsa dukungan penuh tni melaksanakan tugasnya,meovcutte,Sun Mar 30 09:04:11 +0000 2025,"['ruu', 'tni', 'simbol', 'komitmen', 'negara', 'menjaga', 'keutuhan', 'bangsa', 'dukungan', 'penuh', 'tni', 'melaksanakan', 'tugasnya']",ruu tni simbol komitmen negara jaga utuh bangsa dukung penuh tni laksana tugas,TNI Bill The symbol of the state commitment to maintain the integrity of the nation's full support of the TNI carry out its duties,Positif,0.35
awokwok punya dendam apa lu tot sama sunda sebenci kalau mau ngatain pinter dikit indariamayu udah jawa mayoritasnya,RMaulana66487,Sun Mar 30 09:04:08 +0000 2025,"['awokwok', 'punya', 'dendam', 'apa', 'lu', 'tot', 'sama', 'sunda', 'sebenci', 'kalau', 'mau', 'ngatain', 'pinter', 'dikit', 'indariamayu', 'udah', 'jawa', 'mayoritasnya']",awokwok punya dendam apa lu tot sama sunda benci kalau mau ngatain pinter dikit indariamayu udah jawa mayoritas,"Awokwok has a grudge or what you are with Sundanese hate if you want to say that it is smart, the majority of IndariaMayu is already in Java",Negatif,-0.29285714285714287
ruu tni bentuk penghargaan terhadap tni selalu menjaga indonesia penuh pengorbanan keberanian,yowpyoriii,Sun Mar 30 09:04:05 +0000 2025,"['ruu', 'tni', 'bentuk', 'penghargaan', 'terhadap', 'tni', 'selalu', 'menjaga', 'indonesia', 'penuh', 'pengorbanan', 'keberanian']",ruu tni bentuk harga hadap tni selalu jaga indonesia penuh korban berani,TNI Bill The form of appreciation for the TNI always keeps Indonesia full of sacrifice of courage,Positif,0.35
ruu tni memastikan tni selalu siap melindungi indonesia penuh dedikasi keahlian,badassschika,Sun Mar 30 09:03:54 +0000 2025,"['ruu', 'tni', 'memastikan', 'tni', 'selalu', 'siap', 'melindungi', 'indonesia', 'penuh', 'dedikasi', 'keahlian']",ruu tni pasti tni selalu siap lindung indonesia penuh dedikasi ahli,The TNI Bill ensures that the TNI is always ready to protect Indonesia full of expertise dedication,Positif,0.275
ruu tni langkah besar memastikan indonesia terus aman damai adanya peran besar tni belakangnya,syalaladream,Sun Mar 30 09:03:51 +0000 2025,"['ruu', 'tni', 'langkah', 'besar', 'memastikan', 'indonesia', 'terus', 'aman', 'damai', 'adanya', 'peran', 'besar', 'tni', 'belakangnya']",ruu tni langkah besar pasti indonesia terus aman damai ada peran besar tni belakang,The TNI Bill is a big step in ensuring that Indonesia continues to be safe peace,Positif,0.25
ruu tni bentuk pentidakuan atas jasa pengorbanan tni menjaga kedaulatan bangsa indonesia,utuunsam,Sun Mar 30 09:03:40 +0000 2025,"['ruu', 'tni', 'bentuk', 'pentidakuan', 'atas', 'jasa', 'pengorbanan', 'tni', 'menjaga', 'kedaulatan', 'bangsa', 'indonesia']",ruu tni bentuk pentidakuan atas jasa korban tni jaga daulat bangsa indonesia,TNI Bill Forms of Peniticat for the Sacrifice of the TNI Maintaining the Sovereignty of the Indonesian Nation,Netral,0.0
ruu tni langkah penting memberikan kekuatan lebih tni terus menjaga tanah air indonesia,tiyaspuspitaa,Sun Mar 30 09:03:34 +0000 2025,"['ruu', 'tni', 'langkah', 'penting', 'memberikan', 'kekuatan', 'lebih', 'tni', 'terus', 'menjaga', 'tanah', 'air', 'indonesia']",ruu tni langkah penting beri kuat lebih tni terus jaga tanah air indonesia,TNI Bill An important step in giving more strength of the TNI continues to protect the Indonesian homeland,Positif,0.45
ruu tni sesemakin percaya indonesia tetap aman kuat dukungan penuh tni,nyoman_artawan,Sun Mar 30 09:03:12 +0000 2025,"['ruu', 'tni', 'sesemakin', 'percaya', 'indonesia', 'tetap', 'aman', 'kuat', 'dukungan', 'penuh', 'tni']",ruu tni makin percaya indonesia tetap aman kuat dukung penuh tni,The TNI Bill Select believes that Indonesia remains safe for the full support of the TNI,Positif,0.425
tni pelindung ruu tni bangsa cara memberi kekuatan terus melindungi tanah air,NararyaKavin,Sun Mar 30 09:03:08 +0000 2025,"['tni', 'pelindung', 'ruu', 'tni', 'bangsa', 'cara', 'memberi', 'kekuatan', 'terus', 'melindungi', 'tanah', 'air']",tni lindung ruu tni bangsa cara beri kuat terus lindung tanah air,TNI Protector of the National Bill of the Nation,Netral,0.0
ruu tni wujud rasa terima kasih atas pengorbanan telah diberikan tni bangsa,mirnaadiati,Sun Mar 30 09:03:05 +0000 2025,"['ruu', 'tni', 'wujud', 'rasa', 'terima', 'kasih', 'atas', 'pengorbanan', 'telah', 'diberikan', 'tni', 'bangsa']",ruu tni wujud rasa terima kasih atas korban telah beri tni bangsa,TNI Bill The Form of gratitude for the sacrifice has been given by the Nation,Netral,0.0
dukung ruu tni ky bakal kecipratan enaknya aja,visitdenji,Sun Mar 30 09:02:42 +0000 2025,"['dukung', 'ruu', 'tni', 'ky', 'bakal', 'kecipratan', 'enaknya', 'aja']",dukung ruu tni ky bakal ciprat enak aja,Support the TNI Bill KY will be sprayed just delicious,Positif,1.0
ruu tni upaya besar memastikan tni memiliki dukungan maksimal menjalankan tugas dengan lebih baik,filalifilalif,Sun Mar 30 09:02:36 +0000 2025,"['ruu', 'tni', 'upaya', 'besar', 'memastikan', 'tni', 'memiliki', 'dukungan', 'maksimal', 'menjalankan', 'tugas', 'dengan', 'lebih', 'baik']",ruu tni upaya besar pasti tni milik dukung maksimal jalan tugas dengan lebih baik,The TNI Bill is a big effort to ensure that the TNI has maximum support to carry out its duties better,Positif,0.25
adanya ruu tni berharap tni sesemakin profesional menjaga keutuhan keamanan negara,doniwaluyo_,Sun Mar 30 09:02:33 +0000 2025,"['adanya', 'ruu', 'tni', 'berharap', 'tni', 'sesemakin', 'profesional', 'menjaga', 'keutuhan', 'keamanan', 'negara']",ada ruu tni harap tni makin profesional jaga utuh aman negara,The existence of the TNI Bill hopes that the TNI is as professional as a professional to maintain the integrity of the country's security,Positif,0.1
ruu tni memastikan tni terus berkembang siap melindungi indonesia ancaman internal maupun eksternal,dian_ndf,Sun Mar 30 09:02:30 +0000 2025,"['ruu', 'tni', 'memastikan', 'tni', 'terus', 'berkembang', 'siap', 'melindungi', 'indonesia', 'ancaman', 'internal', 'maupun', 'eksternal']",ruu tni pasti tni terus kembang siap lindung indonesia ancam internal maupun eksternal,The TNI Bill ensures that the TNI continues to develop ready to protect Indonesia's internal and external threats,Positif,0.06666666666666667
dukungan ruu tni dukungan masa depan indonesia lebih aman sejahtera,aa_jimmy_,Sun Mar 30 09:02:13 +0000 2025,"['dukungan', 'ruu', 'tni', 'dukungan', 'masa', 'depan', 'indonesia', 'lebih', 'aman', 'sejahtera']",dukung ruu tni dukung masa depan indonesia lebih aman sejahtera,TNI Bill Support for Future Indonesia's Support is Safer Prosperous,Netral,0.0
